,ticker,company name
0,AMSC,AMERICAN SUPERCONDUCTOR CORP DE
1,CVA,COVANTA HOLDING CORP
2,FSLR,FIRST SOLAR 
3,PLUG,PLUG POWER 
4,REGI,RENEWABLE ENERGY GROUP 
5,SPWR,SUNPOWER CORP
