,Date,MoM % change 
0,2014-04-01,
1,2014-05-01,0.011417068160306965
2,2014-07-01,0.006196781205670243
3,2014-08-01,0.011166959610915184
4,2014-10-01,-0.0017840624172027475
5,2014-12-01,0.014884053584312884
6,2015-04-01,-0.13650745000717635
7,2015-05-01,0.0021151939398558195
8,2015-06-01,0.014714006914509747
9,2015-07-01,0.0
10,2015-09-01,0.00661874082795455
11,2015-10-01,0.0
12,2015-12-01,0.01116140288616907
13,2016-02-01,0.0
14,2016-03-01,0.00526845876705373
15,2016-04-01,-0.0001397865456651548
16,2016-06-01,0.006803461444759407
17,2016-07-01,0.0
18,2016-08-01,0.0034791689606812337
19,2016-09-01,0.027709205858302388
20,2016-11-01,0.008837049127157881
21,2016-12-01,0.039126049613569025
22,2017-02-01,0.0
23,2017-03-01,0.09228886379357992
24,2017-05-01,0.008772847473699885
25,2017-06-01,0.048534344270998675
26,2017-08-01,0.04252521104365714
27,2017-09-01,0.0029189763847008443
28,2017-11-01,0.0035406519027454397
29,2017-12-01,0.001964251502249992
30,2018-02-01,0.0024939937565526815
31,2018-03-01,-0.00806003516527909
32,2018-05-01,0.009907569081081258
33,2018-06-01,0.004687226136171452
34,2018-08-01,0.00607947319117863
35,2018-10-01,0.014025575606427365
36,2018-11-01,0.018996894408567888
37,2019-02-01,0.03347223424668999
38,2019-03-01,0.013053519682099335
39,2019-04-01,1.6082050619425914e-05
40,2019-05-01,0.02120663540192602
41,2019-07-01,0.0034551559668853926
42,2019-08-01,0.020371949554704116
43,2019-10-01,-0.0011713096169274628
44,2019-11-01,0.018348511154840708
45,2020-04-01,0.1419581226819644
46,2020-05-01,0.00016476287427824587
47,2020-06-01,-0.0037369564022302626
48,2020-07-01,1.2906342661267445e-10
49,2020-09-01,0.006172227877149439
50,2020-10-01,2.3322122011393276e-10
