,ticker,company name
0,AMCX,AMC NETWORKS 
1,BATRA,LIBERTY MEDIA CORP
2,CHTR,CHARTER MUNICATIONS  MO
3,CMCSA,CAST CORP
4,DISCA,DISCOVERY 
5,DISH,DISH NETWORK CORP
6,ENT,GLOBAL EAGLE ENTERTAINMENT 
7,GILT,GILAT SATELLITE NETWORKS LTD
8,GNUS,GENIUS BRANDS INTERNATIONAL 
9,MSGN,MSG NETWORKS 
10,PNTV,PLAYERS NETWORK
11,SATS,ECHOSTAR CORP
12,SIRI,SIRIUS XM HOLDINGS 
13,VIA,(VIA )
14,VIAC,ViacomCBS
