,Date,MoM % change 
0,2014-04-01,
1,2014-05-01,-0.019454333547348712
2,2014-07-01,-0.03414601865012368
3,2014-08-01,-0.010299737049524693
4,2014-10-01,-0.018439176993845896
5,2014-12-01,-0.01219590068476839
6,2015-04-01,-0.0452625582122953
7,2015-05-01,0.011422040213894036
8,2015-06-01,-0.0021722767415234268
9,2015-07-01,-0.011450756927821493
10,2015-09-01,0.00789278286588213
11,2015-10-01,-0.01564422936526144
12,2015-12-01,0.011989337690480273
13,2016-02-01,-0.013824090581947002
14,2016-03-01,-0.007582433479385475
15,2016-04-01,-0.013460479587617202
16,2016-06-01,0.008666419440699125
17,2016-07-01,-0.011428807012590747
18,2016-08-01,0.007693775650823964
19,2016-09-01,0.007102104479950633
20,2016-11-01,0.004925818308172625
21,2016-12-01,0.00612569436406929
22,2017-02-01,0.004167211362349432
23,2017-03-01,-0.06426875195423987
24,2017-05-01,0.025906656317728816
25,2017-06-01,0.0013348318147137217
26,2017-08-01,0.01840652720791902
27,2017-09-01,-0.017072780131414
28,2017-11-01,0.004670382519747829
29,2017-12-01,-0.0023331861964199785
30,2018-02-01,-0.004833991694671025
31,2018-03-01,0.007700482042777512
32,2018-05-01,-0.005206352717564422
33,2018-06-01,0.0003289138080753151
34,2018-08-01,-0.03409704573677674
35,2018-10-01,-0.0074794358087516555
36,2018-11-01,-0.00980621714689045
37,2019-02-01,-0.018010695950024247
38,2019-03-01,0.0018800141753398947
39,2019-04-01,0.01726985285002436
40,2019-05-01,-0.001254872738020052
41,2019-07-01,0.13226473704040043
42,2019-08-01,0.029479773654793373
43,2019-10-01,-0.05681361302857357
44,2019-11-01,0.0
45,2020-04-01,0.19190887280525537
46,2020-05-01,0.000783300983691948
47,2020-06-01,0.033749517798032924
48,2020-07-01,0.04138027892873586
49,2020-09-01,0.005427181588439245
50,2020-10-01,0.0
