,Date,MoM % change 
0,2014-04-01,
1,2014-05-01,-0.010541564491467703
2,2014-07-01,-0.006441380309521905
3,2014-08-01,0.0044074410439238765
4,2014-10-01,0.0006672409377037614
5,2014-12-01,-0.08075788385887994
6,2015-04-01,-0.025394158639266418
7,2015-05-01,-0.015917541858982975
8,2015-06-01,-0.009955363372318171
9,2015-07-01,-0.01718820736468707
10,2015-09-01,-0.17509751241532312
11,2015-10-01,-0.007646250385936582
12,2015-12-01,0.07820341015521426
13,2016-02-01,-0.027007168215814947
14,2016-03-01,-0.03446396324291845
15,2016-04-01,-0.005856049881321934
16,2016-06-01,0.043330860690676376
17,2016-07-01,-0.00162550041810261
18,2016-08-01,0.12941505021653033
19,2016-09-01,0.00812722739179561
20,2016-11-01,-0.004080326053865213
21,2016-12-01,0.017957645956011126
22,2017-02-01,0.002814327601740718
23,2017-03-01,0.004848479076314138
24,2017-05-01,0.019030704762145412
25,2017-06-01,-0.042257163654378704
26,2017-08-01,0.006479000393126544
27,2017-09-01,0.07074076051210954
28,2017-11-01,0.02438522815490418
29,2017-12-01,-0.01029978744230764
30,2018-02-01,-0.23397425013688256
31,2018-03-01,-0.10641765706801387
32,2018-05-01,-0.11137757545175742
33,2018-06-01,0.034912137514187425
34,2018-08-01,0.022352413271263583
35,2018-10-01,0.17134227158269977
36,2018-11-01,0.06310855399873905
37,2019-02-01,0.37916251405426493
38,2019-03-01,0.05703064372247235
39,2019-04-01,0.1240400648123241
40,2019-05-01,0.021311271147983923
41,2019-07-01,0.004443473674130116
42,2019-08-01,0.06365612246292551
43,2019-10-01,0.01612750143779418
44,2019-11-01,0.01163266927846851
45,2020-04-01,0.13016061484410213
46,2020-05-01,0.017295228949105068
47,2020-06-01,-0.004810514914930786
48,2020-07-01,-0.0007568458505116116
49,2020-09-01,-0.007113559091673327
50,2020-10-01,0.001558483302689595
