,Date,MoM % change 
0,2014-04-01,
1,2014-05-01,0.004047565085594895
2,2014-07-01,-0.12179633217195374
3,2014-08-01,0.0050955545588677875
4,2014-10-01,-0.02543189329611062
5,2014-12-01,-0.0200217703282336
6,2015-04-01,-0.02825023716412356
7,2015-05-01,-0.05509559441450407
8,2015-06-01,-0.051193346348849644
9,2015-07-01,0.00833967102920563
10,2015-09-01,-0.06910031438151176
11,2015-10-01,0.04749524095465185
12,2015-12-01,0.034390924276591184
13,2016-02-01,-0.006749017756936926
14,2016-03-01,-0.06445721795625847
15,2016-04-01,0.009663388144381946
16,2016-06-01,0.3449128242000359
17,2016-07-01,-0.027166199268239377
18,2016-08-01,0.03569695952338736
19,2016-09-01,0.051116874475463314
20,2016-11-01,0.004244989273874067
21,2016-12-01,0.12904683774233683
22,2017-02-01,0.006226070583026155
23,2017-03-01,0.019487944069848773
24,2017-05-01,-0.0034513344531342804
25,2017-06-01,-0.12543171230969752
26,2017-08-01,0.008080706949730176
27,2017-09-01,0.0024859526249967345
28,2017-11-01,0.017667164499647336
29,2017-12-01,-0.08926175520679325
30,2018-02-01,-0.016419487974759783
31,2018-03-01,0.07787903526069329
32,2018-05-01,-0.001187810275521839
33,2018-06-01,0.07173431985400036
34,2018-08-01,0.03290409418712015
35,2018-10-01,0.02558591865767479
36,2018-11-01,0.016938667164284826
37,2019-02-01,0.09202782460163772
38,2019-03-01,0.045723877831983506
39,2019-04-01,0.0811010161935759
40,2019-05-01,0.009582769505059652
41,2019-07-01,-0.000393189218114931
42,2019-08-01,0.008007703264641064
43,2019-10-01,0.05836854542527292
44,2019-11-01,-0.0034576302918191137
45,2020-04-01,0.26028549310042615
46,2020-05-01,-0.012362411008507435
47,2020-06-01,0.11131287443008753
48,2020-07-01,0.006282743059570661
