,Date,MoM % change 
0,2014-04-01,
1,2014-05-01,-0.00836413990315088
2,2014-07-01,-0.002579241876707661
3,2014-08-01,0.011399122643578119
4,2014-10-01,0.003782143701545726
5,2014-12-01,-0.009645115608688637
6,2015-04-01,-0.010223429322195887
7,2015-05-01,-0.007413653917091256
8,2015-06-01,-0.010391113101063887
9,2015-07-01,-0.012708403907627841
10,2015-09-01,-0.1375163148915125
11,2015-10-01,-0.0025103014710033955
12,2015-12-01,-0.010466752928721235
13,2016-02-01,-0.037840576876527754
14,2016-03-01,-0.011206363593334046
15,2016-04-01,-0.00415738596444315
16,2016-06-01,-0.0548855951095758
17,2016-07-01,-0.001262412354731568
18,2016-08-01,0.08345179441650519
19,2016-09-01,0.003572269014503471
20,2016-11-01,-0.011288536215405931
21,2016-12-01,0.002611255362422904
22,2017-02-01,0.006236431142595533
23,2017-03-01,0.006017596972675676
24,2017-05-01,0.005982638885589031
25,2017-06-01,0.009416394119789562
26,2017-08-01,-0.007154665900641732
27,2017-09-01,0.04689544778429133
28,2017-11-01,0.018513168946643788
29,2017-12-01,0.0038799949109655785
30,2018-02-01,0.017653896466908625
31,2018-03-01,-0.004439084212919386
32,2018-05-01,0.036039117870791726
33,2018-06-01,0.010466599958645073
34,2018-08-01,0.014308277964107274
35,2018-10-01,0.13849440318086548
36,2018-11-01,0.03216162952514234
37,2019-02-01,0.030967060097725208
38,2019-03-01,0.028918814477872035
39,2019-04-01,0.005543714120107346
40,2019-05-01,0.030443457164700316
41,2019-07-01,-0.0037324788449998314
42,2019-08-01,0.014108185572859533
43,2019-10-01,0.008898176110049727
44,2019-11-01,0.012202313566683332
45,2020-04-01,0.03887980576850136
46,2020-05-01,0.011639182212216603
47,2020-06-01,-0.007369184251040939
48,2020-07-01,0.0045371626757924055
49,2020-09-01,0.017848519186143053
50,2020-10-01,0.004825280053887937
51,2020-12-01,0.05334973585006009
52,2021-01-01,0.004930162640819358
53,2021-02-01,0.04184600081762979
54,2021-03-01,-0.020419331811942776
55,2021-04-01,0.011001413174477781
