,ticker,company name
0,ATI,ALLEGHENY TECHNOLOGIES 
1,CLF,CLEVELAND-CLIFFS 
2,CMC,MERCIAL METALS CO
3,CMP,PASS MINERALS INTERNATIONAL 
4,CRS,CARPENTER TECHNOLOGY CORP
5,FCX,FREEPORT-MCMORAN 
6,NUE,NUCOR CORP
7,RS,RELIANCE STEEL & ALUMINUM CO
8,SCCO,SOUTHERN COPPER CORP
9,STLD,STEEL DYNAMICS 
10,WOR,WORTHINGTON INDUSTRIES 
11,X,UNITED STATES STEEL CORP
