,Date,Level
962,2017-12-28,391.59097177121606
963,2017-12-29,391.59097177121606
964,2018-01-02,391.59097177121606
965,2018-01-03,391.59097177121606
966,2018-01-04,391.59097177121606
967,2018-01-05,391.59097177121606
968,2018-01-08,391.59097177121606
969,2018-01-09,391.59097177121606
970,2018-01-10,391.59097177121606
971,2018-01-11,391.59097177121606
972,2018-01-12,391.59097177121606
973,2018-01-16,391.59097177121606
974,2018-01-17,391.59097177121606
975,2018-01-18,391.59097177121606
976,2018-01-19,391.59097177121606
977,2018-01-22,391.59097177121606
978,2018-01-23,391.59097177121606
979,2018-01-24,391.59097177121606
980,2018-01-25,391.59097177121606
981,2018-01-26,391.59097177121606
982,2018-01-29,497.25452167646773
983,2018-01-30,497.25452167646773
984,2018-01-31,497.25452167646773
985,2018-02-01,497.25452167646773
986,2018-02-02,497.25452167646773
987,2018-02-05,497.25452167646773
988,2018-02-06,497.25452167646773
989,2018-02-07,497.25452167646773
990,2018-02-08,497.25452167646773
991,2018-02-09,497.25452167646773
992,2018-02-12,497.25452167646773
993,2018-02-13,497.25452167646773
994,2018-02-14,497.25452167646773
995,2018-02-15,497.25452167646773
996,2018-02-16,497.25452167646773
997,2018-02-20,497.25452167646773
998,2018-02-21,497.25452167646773
999,2018-02-22,497.25452167646773
1000,2018-02-23,497.25452167646773
1001,2018-02-26,497.25452167646773
1002,2018-02-27,497.25452167646773
1003,2018-02-28,497.25452167646773
1004,2018-03-01,497.25452167646773
1005,2018-03-02,497.25452167646773
1006,2018-03-05,497.25452167646773
1007,2018-03-06,497.25452167646773
1008,2018-03-07,497.25452167646773
1009,2018-03-08,497.25452167646773
1010,2018-03-09,497.25452167646773
1011,2018-03-12,497.25452167646773
1012,2018-03-13,497.25452167646773
1013,2018-03-14,497.25452167646773
1014,2018-03-15,497.25452167646773
1015,2018-03-16,497.25452167646773
1016,2018-03-19,497.25452167646773
1017,2018-03-20,497.25452167646773
1018,2018-03-21,497.25452167646773
1019,2018-03-22,497.25452167646773
1020,2018-03-23,497.25452167646773
1021,2018-03-26,497.25452167646773
1022,2018-03-27,497.25452167646773
1023,2018-03-28,497.25452167646773
1024,2018-03-29,497.25452167646773
1025,2018-03-30,497.25452167646773
1026,2018-04-02,497.25452167646773
1027,2018-04-03,497.25452167646773
1028,2018-04-04,497.25452167646773
1029,2018-04-05,497.25452167646773
1030,2018-04-06,497.25452167646773
1031,2018-04-09,497.25452167646773
1032,2018-04-10,497.25452167646773
1033,2018-04-11,497.25452167646773
1034,2018-04-12,497.25452167646773
1035,2018-04-13,497.25452167646773
1036,2018-04-16,497.25452167646773
1037,2018-04-17,497.25452167646773
1038,2018-04-18,596.8088040354795
1039,2018-04-19,596.8088040354795
1040,2018-04-20,596.8088040354795
1041,2018-04-23,596.8088040354795
1042,2018-04-24,596.8088040354795
1043,2018-04-25,596.8088040354795
1044,2018-04-26,596.8088040354795
1045,2018-04-27,596.8088040354795
1046,2018-04-30,596.8088040354795
1047,2018-05-01,596.8088040354795
1048,2018-05-02,596.8088040354795
1049,2018-05-03,596.8088040354795
1050,2018-05-04,596.8088040354795
1051,2018-05-07,596.8088040354795
1052,2018-05-08,596.8088040354795
1053,2018-05-09,596.8088040354795
1054,2018-05-10,596.8088040354795
1055,2018-05-11,596.8088040354795
1056,2018-05-14,596.8088040354795
1057,2018-05-15,596.8088040354795
1058,2018-05-16,596.8088040354795
1059,2018-05-17,596.8088040354795
1060,2018-05-18,596.8088040354795
1061,2018-05-21,596.8088040354795
1062,2018-05-22,596.8088040354795
1063,2018-05-23,596.8088040354795
1064,2018-05-24,596.8088040354795
1065,2018-05-25,596.8088040354795
1066,2018-05-29,596.8088040354795
1067,2018-05-30,596.8088040354795
1068,2018-05-31,596.8088040354795
1069,2018-06-01,596.8088040354795
1070,2018-06-04,596.8088040354795
1071,2018-06-05,596.8088040354795
1072,2018-06-06,596.8088040354795
1073,2018-06-07,596.8088040354795
1074,2018-06-08,596.8088040354795
1075,2018-06-11,596.8088040354795
1076,2018-06-12,596.8088040354795
1077,2018-06-13,596.8088040354795
1078,2018-06-14,596.8088040354795
1079,2018-06-15,596.8088040354795
1080,2018-06-18,596.8088040354795
1081,2018-06-19,596.8088040354795
1082,2018-06-20,596.8088040354795
1083,2018-06-21,596.8088040354795
1084,2018-06-22,596.8088040354795
1085,2018-06-25,596.8088040354795
1086,2018-06-26,596.8088040354795
1087,2018-06-27,596.8088040354795
1088,2018-06-28,596.8088040354795
1089,2018-06-29,596.8088040354795
1090,2018-07-02,596.8088040354795
1091,2018-07-03,596.8088040354795
1092,2018-07-05,596.8088040354795
1093,2018-07-06,596.8088040354795
1094,2018-07-09,596.8088040354795
1095,2018-07-10,596.8088040354795
1096,2018-07-11,596.8088040354795
1097,2018-07-12,596.8088040354795
1098,2018-07-13,596.8088040354795
1099,2018-07-16,596.8088040354795
1100,2018-07-17,596.8088040354795
1101,2018-07-18,880.3857548286078
1102,2018-07-19,880.3857548286078
1103,2018-07-20,880.3857548286078
1104,2018-07-23,880.3857548286078
1105,2018-07-24,880.3857548286078
1106,2018-07-25,880.3857548286078
1107,2018-07-26,880.3857548286078
1108,2018-07-27,880.3857548286078
1109,2018-07-30,880.3857548286078
1110,2018-07-31,880.3857548286078
1111,2018-08-01,880.3857548286078
1112,2018-08-02,880.3857548286078
1113,2018-08-03,880.3857548286078
1114,2018-08-06,880.3857548286078
1115,2018-08-07,880.3857548286078
1116,2018-08-08,880.3857548286078
1117,2018-08-09,880.3857548286078
1118,2018-08-10,880.3857548286078
1119,2018-08-13,880.3857548286078
1120,2018-08-14,880.3857548286078
1121,2018-08-15,880.3857548286078
1122,2018-08-16,880.3857548286078
1123,2018-08-17,880.3857548286078
1124,2018-08-20,880.3857548286078
1125,2018-08-21,880.3857548286078
1126,2018-08-22,880.3857548286078
1127,2018-08-23,880.3857548286078
1128,2018-08-24,880.3857548286078
1129,2018-08-27,880.3857548286078
1130,2018-08-28,880.3857548286078
1131,2018-08-29,880.3857548286078
1132,2018-08-30,880.3857548286078
1133,2018-08-31,880.3857548286078
1134,2018-09-04,880.3857548286078
1135,2018-09-05,880.3857548286078
1136,2018-09-06,880.3857548286078
1137,2018-09-07,880.3857548286078
1138,2018-09-10,880.3857548286078
1139,2018-09-11,880.3857548286078
1140,2018-09-12,880.3857548286078
1141,2018-09-13,880.3857548286078
1142,2018-09-14,880.3857548286078
1143,2018-09-17,880.3857548286078
1144,2018-09-18,880.3857548286078
1145,2018-09-19,880.3857548286078
1146,2018-09-20,880.3857548286078
1147,2018-09-21,880.3857548286078
1148,2018-09-24,880.3857548286078
1149,2018-09-25,880.3857548286078
1150,2018-09-26,880.3857548286078
1151,2018-09-27,880.3857548286078
1152,2018-09-28,880.3857548286078
1153,2018-10-01,880.3857548286078
1154,2018-10-02,880.3857548286078
1155,2018-10-03,880.3857548286078
1156,2018-10-04,880.3857548286078
1157,2018-10-05,880.3857548286078
1158,2018-10-09,880.3857548286078
1159,2018-10-10,880.3857548286078
1160,2018-10-11,880.3857548286078
1161,2018-10-12,880.3857548286078
1162,2018-10-15,880.3857548286078
1163,2018-10-16,880.3857548286078
1164,2018-10-17,880.3857548286078
1165,2018-10-18,1123.4798003612004
1166,2018-10-19,1123.4798003612004
1167,2018-10-22,1123.4798003612004
1168,2018-10-23,1123.4798003612004
1169,2018-10-24,1123.4798003612004
1170,2018-10-25,1123.4798003612004
1171,2018-10-26,1123.4798003612004
1172,2018-10-29,1123.4798003612004
1173,2018-10-30,1123.4798003612004
1174,2018-10-31,1123.4798003612004
1175,2018-11-01,1123.4798003612004
1176,2018-11-02,1123.4798003612004
1177,2018-11-05,1123.4798003612004
1178,2018-11-06,1123.4798003612004
1179,2018-11-07,1123.4798003612004
1180,2018-11-08,1123.4798003612004
1181,2018-11-09,1123.4798003612004
1182,2018-11-13,1123.4798003612004
1183,2018-11-14,1123.4798003612004
1184,2018-11-15,1123.4798003612004
1185,2018-11-16,1123.4798003612004
1186,2018-11-19,1123.4798003612004
1187,2018-11-20,1123.4798003612004
1188,2018-11-21,1123.4798003612004
1189,2018-11-23,1123.4798003612004
1190,2018-11-26,1123.4798003612004
1191,2018-11-27,1123.4798003612004
1192,2018-11-28,1123.4798003612004
1193,2018-11-29,1123.4798003612004
1194,2018-11-30,1123.4798003612004
1195,2018-12-03,1123.4798003612004
1196,2018-12-04,1123.4798003612004
1197,2018-12-05,1123.4798003612004
1198,2018-12-06,1123.4798003612004
1199,2018-12-07,1123.4798003612004
1200,2018-12-10,1123.4798003612004
1201,2018-12-11,1123.4798003612004
1202,2018-12-12,1123.4798003612004
1203,2018-12-13,1123.4798003612004
1204,2018-12-14,1123.4798003612004
1205,2018-12-17,1123.4798003612004
1206,2018-12-18,1123.4798003612004
1207,2018-12-19,1123.4798003612004
1208,2018-12-20,1123.4798003612004
1209,2018-12-21,1123.4798003612004
1210,2018-12-24,1123.4798003612004
1211,2018-12-26,1123.4798003612004
1212,2018-12-27,1123.4798003612004
1213,2018-12-28,1123.4798003612004
1214,2018-12-31,1123.4798003612004
1215,2019-01-02,1123.4798003612004
1216,2019-01-03,1123.4798003612004
1217,2019-01-04,1123.4798003612004
1218,2019-01-07,1123.4798003612004
1219,2019-01-08,1123.4798003612004
1220,2019-01-09,1123.4798003612004
1221,2019-01-10,1123.4798003612004
1222,2019-01-11,1123.4798003612004
1223,2019-01-14,1123.4798003612004
1224,2019-01-15,1123.4798003612004
1225,2019-01-16,1123.4798003612004
1226,2019-01-17,1123.4798003612004
1227,2019-01-18,1123.4798003612004
1228,2019-01-22,1123.4798003612004
1229,2019-01-23,1123.4798003612004
1230,2019-01-24,1123.4798003612004
1231,2019-01-25,1123.4798003612004
1232,2019-01-28,1123.4798003612004
1233,2019-01-29,1077.5886764588133
1234,2019-01-30,1077.5886764588133
1235,2019-01-31,1077.5886764588133
1236,2019-02-01,1077.5886764588133
1237,2019-02-04,1077.5886764588133
1238,2019-02-05,1077.5886764588133
1239,2019-02-06,1077.5886764588133
1240,2019-02-07,1077.5886764588133
1241,2019-02-08,1077.5886764588133
1242,2019-02-11,1077.5886764588133
1243,2019-02-12,1077.5886764588133
1244,2019-02-13,1077.5886764588133
1245,2019-02-14,1077.5886764588133
1246,2019-02-15,1077.5886764588133
