,Date,Level
0,2014-03-01,100.0
1,2014-03-03,100.0
2,2014-03-04,100.0
3,2014-03-05,100.0
4,2014-03-06,100.0
5,2014-03-07,100.0
6,2014-03-10,100.0
7,2014-03-11,100.0
8,2014-03-12,100.0
9,2014-03-13,100.0
10,2014-03-14,100.0
11,2014-03-17,100.0
12,2014-03-18,100.0
13,2014-03-19,100.0
14,2014-03-20,100.0
15,2014-03-21,100.0
16,2014-03-24,100.0
17,2014-03-25,100.0
18,2014-03-26,100.0
19,2014-03-27,100.0
20,2014-03-28,100.0
21,2014-03-31,100.0
22,2014-04-01,100.0
23,2014-04-02,100.0
24,2014-04-03,100.0
25,2014-04-04,100.0
26,2014-04-07,100.0
27,2014-04-08,100.0
28,2014-04-09,100.0
29,2014-04-10,100.0
30,2014-04-11,100.0
31,2014-04-14,100.0
32,2014-04-15,100.0
33,2014-04-16,100.0
34,2014-04-17,100.0
35,2014-04-18,100.0
36,2014-04-21,100.0
37,2014-04-22,100.0
38,2014-04-23,100.0
39,2014-04-24,104.12703719180945
40,2014-04-25,104.12703719180945
41,2014-04-28,104.12703719180945
42,2014-04-29,104.12703719180945
43,2014-04-30,104.12703719180945
44,2014-05-01,104.12703719180945
45,2014-05-02,104.12703719180945
46,2014-05-05,104.12703719180945
47,2014-05-06,104.12703719180945
48,2014-05-07,104.12703719180945
49,2014-05-08,104.12703719180945
50,2014-05-09,104.12703719180945
51,2014-05-12,104.12703719180945
52,2014-05-13,104.12703719180945
53,2014-05-14,104.12703719180945
54,2014-05-15,104.12703719180945
55,2014-05-16,104.12703719180945
56,2014-05-19,104.12703719180945
57,2014-05-20,104.12703719180945
58,2014-05-21,104.12703719180945
59,2014-05-22,104.12703719180945
60,2014-05-23,104.12703719180945
61,2014-05-27,104.12703719180945
62,2014-05-28,104.12703719180945
63,2014-05-29,104.12703719180945
64,2014-05-30,104.12703719180945
65,2014-06-02,104.12703719180945
66,2014-06-03,104.12703719180945
67,2014-06-04,104.12703719180945
68,2014-06-05,104.12703719180945
69,2014-06-06,104.12703719180945
70,2014-06-09,104.12703719180945
71,2014-06-10,104.12703719180945
72,2014-06-11,104.12703719180945
73,2014-06-12,104.12703719180945
74,2014-06-13,104.12703719180945
75,2014-06-16,104.12703719180945
76,2014-06-17,104.12703719180945
77,2014-06-18,104.12703719180945
78,2014-06-19,104.12703719180945
79,2014-06-20,104.12703719180945
80,2014-06-23,104.12703719180945
81,2014-06-24,104.12703719180945
82,2014-06-25,104.12703719180945
83,2014-06-26,104.12703719180945
84,2014-06-27,104.12703719180945
85,2014-06-30,104.12703719180945
86,2014-07-01,104.12703719180945
87,2014-07-02,104.12703719180945
88,2014-07-03,104.12703719180945
89,2014-07-07,104.12703719180945
90,2014-07-08,104.12703719180945
91,2014-07-09,104.12703719180945
92,2014-07-10,104.12703719180945
93,2014-07-11,104.12703719180945
94,2014-07-14,104.12703719180945
95,2014-07-15,104.12703719180945
96,2014-07-16,104.12703719180945
97,2014-07-17,104.12703719180945
98,2014-07-18,104.12703719180945
99,2014-07-21,104.12703719180945
100,2014-07-22,104.12703719180945
101,2014-07-23,104.12703719180945
102,2014-07-24,104.12703719180945
103,2014-07-25,108.88758880066862
104,2014-07-28,108.88758880066862
105,2014-07-29,108.88758880066862
106,2014-07-30,108.88758880066862
107,2014-07-31,108.88758880066862
108,2014-08-01,108.88758880066862
109,2014-08-04,108.88758880066862
110,2014-08-05,108.88758880066862
111,2014-08-06,108.88758880066862
112,2014-08-07,108.88758880066862
113,2014-08-08,108.88758880066862
114,2014-08-11,108.88758880066862
115,2014-08-12,108.88758880066862
116,2014-08-13,108.88758880066862
117,2014-08-14,108.88758880066862
118,2014-08-15,108.88758880066862
119,2014-08-18,108.88758880066862
120,2014-08-19,108.88758880066862
121,2014-08-20,108.88758880066862
122,2014-08-21,108.88758880066862
123,2014-08-22,108.88758880066862
124,2014-08-25,108.88758880066862
125,2014-08-26,108.88758880066862
126,2014-08-27,108.88758880066862
127,2014-08-28,108.88758880066862
128,2014-08-29,108.88758880066862
129,2014-09-02,108.88758880066862
130,2014-09-03,108.88758880066862
131,2014-09-04,108.88758880066862
132,2014-09-05,108.88758880066862
133,2014-09-08,108.88758880066862
134,2014-09-09,108.88758880066862
135,2014-09-10,108.88758880066862
136,2014-09-11,108.88758880066862
137,2014-09-12,108.88758880066862
138,2014-09-15,108.88758880066862
139,2014-09-16,108.88758880066862
140,2014-09-17,108.88758880066862
141,2014-09-18,108.88758880066862
142,2014-09-19,108.88758880066862
143,2014-09-22,108.88758880066862
144,2014-09-23,108.88758880066862
145,2014-09-24,108.88758880066862
146,2014-09-25,108.88758880066862
147,2014-09-26,108.88758880066862
148,2014-09-29,108.88758880066862
149,2014-09-30,108.88758880066862
150,2014-10-01,108.88758880066862
151,2014-10-02,108.88758880066862
152,2014-10-03,108.88758880066862
153,2014-10-06,108.88758880066862
154,2014-10-07,108.88758880066862
155,2014-10-08,108.88758880066862
156,2014-10-09,108.88758880066862
157,2014-10-10,108.88758880066862
158,2014-10-14,108.88758880066862
159,2014-10-15,108.88758880066862
160,2014-10-16,108.88758880066862
161,2014-10-17,108.88758880066862
162,2014-10-20,108.88758880066862
163,2014-10-21,108.88758880066862
164,2014-10-22,108.88758880066862
165,2014-10-23,113.51608859172586
166,2014-10-24,113.51608859172586
167,2014-10-27,113.51608859172586
168,2014-10-28,113.51608859172586
169,2014-10-29,113.51608859172586
170,2014-10-30,113.51608859172586
171,2014-10-31,113.51608859172586
172,2014-11-03,113.51608859172586
